nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id,barrio
7584949445,2024-03-19,Trata,Persona desaparecida,Acusado,,Corrientes,,Hombre,18,No,,18,
594949445,2024-03-19,Trata,Explotación sexual,Víctima directa,Argentina,Buenos Aires,Alejandro Korn,Mujer cis,30,No,,06,
7505949445,2024-03-20,Trata,Traslado de personas,Víctima directa,Colombia,Chubut,,Mujer cis,30,No,,26,
3535949445,2024-03-21,Trata,Explotación laboral,Víctima directa,Argentina,Jujuy,,Varón cis,60,No,,38,
3535949445,2024-03-21,Trata,Explotación laboral,Acusado,,Jujuy,,Varón cis,0,No,,38,
5555949445,2024-03-22,Trata,Explotación laboral,Víctima directa,Argentina,Jujuy,,Varón cis,60,No,,38,
5555949445,2024-03-22,Trata,Explotación laboral,Acusado,Sin Descripcion,Jujuy,,Varón cis,67,No,,38,
6555949445,2024-03-22,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,Argentina,Buenos Aires,,Hombre,27,No,,06,
6555949445,2024-03-22,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima indirecta - familiar,Argentina,Buenos Aires,,Varón cis,15,No,,06,
6555949445,2024-03-22,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Buenos Aires,,No sabe / no contesta,0,No,,06,
3565949445,2024-03-22,Trata,Explotación sexual,Acusado,Argentina,Córdoba,,Varón cis,59,No,,14,
5565949445,2024-03-22,Trata,Explotación sexual,Víctima directa,,Córdoba,,Mujer cis,0,No,,14,
5565949445,2024-03-22,Trata,Explotación sexual,Acusado,Argentina,Córdoba,,Varón cis,0,No,,14,
5515059445,2024-03-24,Trata,Explotación laboral,Víctima directa,Argentina,,Goya,Mujer cis,0,No,,,
6515059445,2024-03-24,Trata,Posible captación,Víctima directa,,,Buenos Aires,Mujer cis,0,No,,,CABA
525059445,2024-03-25,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Buenos Aires,,Varón cis,27,No,,06,
525059445,2024-03-25,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Buenos Aires,,Mujer cis,49,No,,06,
7525059445,2024-03-25,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima indirecta,,,,Mujer cis,0,No,,,
7525059445,2024-03-25,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,,,Mujer cis,16,No,,,
7525059445,2024-03-25,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Varón cis,0,No,,,
8455059445,2024-03-26,Trata,Explotación sexual,Víctima directa,Argentina,Ciudad Autónoma de Buenos Aires,,Mujer cis,0,No,,02,
9455059445,2024-03-26,Trata,Persona desaparecida,Víctima directa,,Buenos Aires,,Varón cis,21,No,,06,
555059445,2024-03-26,Trata,Oferta laboral engañosa,Víctima directa,,Córdoba,,Mujer,44,No,,14,
555059445,2024-03-26,Trata,Oferta laboral engañosa,Acusado,,Córdoba,,Mujer,0,No,,14,
5555059445,2024-03-26,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Varón cis,54,No,,06,
5555059445,2024-03-26,Trata,Explotación laboral,Acusado,,Buenos Aires,,Varón cis,0,No,,06,
9465059445,2024-03-27,Trata,Oferta laboral engañosa,Víctima directa,Argentina,Buenos Aires,Lanús,Mujer cis,21,No,,06,
4565059445,2024-03-27,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Varón cis,0,No,,06,
3565059445,2024-03-27,Trata,Explotación laboral,Víctima directa,,Chaco,,Hombre,0,No,,22,
3565059445,2024-03-27,Trata,Explotación laboral,Acusado,,Córdoba,,Hombre,0,No,,14,
5565059445,2024-03-27,Trata,Explotación laboral,Víctima directa,Argentina,Santiago del Estero,,Mujer cis,32,No,,86,
5565059445,2024-03-27,Trata,Explotación laboral,Víctima directa,Argentina,Santiago del Estero,,Varón cis,35,No,,86,
5565059445,2024-03-27,Trata,Explotación laboral,Víctima directa,Argentina,Santiago del Estero,,Varón cis,35,No,,86,
5565059445,2024-03-27,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,,Varón cis,35,No,,86,
5565059445,2024-03-27,Trata,Explotación laboral,Víctima directa,Argentina,Santiago del Estero,,Mujer cis,35,No,,86,
5565059445,2024-03-27,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,,Hombre,35,No,,86,
5565059445,2024-03-27,Trata,Explotación laboral,Víctima directa,Argentina,Santiago del Estero,,Varón cis,35,No,,86,
9475059445,2024-03-27,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Mendoza,,Hombre,39,No,,50,
2575059445,2024-03-27,Trata,Explotación laboral,Víctima directa,Bolivia,Córdoba,,Mujer cis,35,No,,14,
8494159445,2024-03-28,Trata,Explotación sexual,Acusado,,Santa Fe,,Hombre,40,No,,82,
7594159445,2024-03-28,Trata,Explotación laboral,Víctima directa,Argentina,La Rioja,,Varón cis,20,No,,46,
7594159445,2024-03-28,Trata,Explotación laboral,Acusado,Bolivia,La Rioja,,Varón cis,0,No,,46,
4505159445,2024-03-28,Trata,Persona desaparecida,Víctima directa,Argentina,Buenos Aires,San Carlos,Mujer cis,9,No,,06,
4505159445,2024-03-28,Trata,Persona desaparecida,Acusado,Argentina,Buenos Aires,San Carlos,Mujer cis,40,No,,06,
1525159445,2024-03-29,Trata,Persona desaparecida,Víctima directa,,Tucumán,,Hombre,36,No,,90,
3525159445,2024-03-29,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,Argentina,Buenos Aires,Luján,Mujer cis,17,No,,06,Ameghino
9435159445,2024-03-30,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Peru,Ciudad Autónoma de Buenos Aires,Buenos Aires,Mujer cis,48,No,,02,Villa 2124
2555159445,2024-03-30,Trata,Explotación sexual,Víctima directa,Argentina,Tucumán,,Mujer cis,19,Sí,,90,
2555159445,2024-03-30,Trata,Explotación sexual,Víctima indirecta,Argentina,Tucumán,,Mujer cis,0,Sí,,90,
2555159445,2024-03-30,Trata,Explotación sexual,Acusado,Argentina,Tucumán,,Varón cis,29,Sí,,90,
3575159445,2024-04-01,Trata,Explotación sexual,Víctima directa,,Tucumán,,Mujer cis,28,No,,90,
3575159445,2024-04-01,Trata,Explotación sexual,Acusado,,Tucumán,,Mujer cis,28,No,,90,
3575159445,2024-04-01,Trata,Explotación sexual,Víctima indirecta,,Tucumán,,Mujer cis,0,No,,90,
1584259445,2024-04-01,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Buenos Aires,,Hombre,0,No,,06,
1584259445,2024-04-01,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima indirecta - familiar,,Buenos Aires,,Mujer,0,No,,06,
5584259445,2024-04-01,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Buenos Aires,,Hombre,0,No,,06,
6584259445,2024-04-01,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Hombre,0,No,,06,
7584259445,2024-04-01,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Varón cis,18,No,,06,
7584259445,2024-04-01,Trata,Explotación laboral,Acusado,,Buenos Aires,,Varón cis,0,No,,06,
1594259445,2024-04-01,Trata,Explotación sexual,Víctima directa,Uruguay,Córdoba,,Mujer,22,No,,14,
1594259445,2024-04-01,Trata,Explotación sexual,Acusado,,Córdoba,,Varón cis,0,No,,14,
1594259445,2024-04-01,Trata,Explotación sexual,Víctima indirecta - familiar,Uruguay,Córdoba,,Mujer,0,No,,14,
9405259445,2024-04-02,Trata,Explotación laboral,Víctima directa,,,,Hombre,0,No,,,
8405259445,2024-04-02,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Buenos Aires,,Hombre,0,No,,06,
8405259445,2024-04-02,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Buenos Aires,,Mujer,6,No,,06,
525259445,2024-04-03,Trata,Persona desaparecida,Víctima directa,Argentina,Santa Fe,,Mujer cis,15,No,,82,
2535259445,2024-04-04,Trata,Persona desaparecida,Víctima directa,Argentina,Santa Fe,,Mujer cis,15,No,,82,
5535259445,2024-04-04,Trata,Posible captación,Víctima indirecta,Argentina,Buenos Aires,,Mujer cis,0,No,,06,
3555259445,2024-04-05,Trata,Explotación sexual,Víctima directa,,Buenos Aires,,Mujer cis,49,No,,06,
5555259445,2024-04-05,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,Bolivia,Buenos Aires,,Mujer cis,40,No,,06,
5555259445,2024-04-05,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Bolivia,Buenos Aires,Saladillo,Varón cis,60,No,,06,
1565259445,2024-04-05,Trata,Oferta laboral engañosa,Víctima directa,,Buenos Aires,,Mujer,23,No,,06,
1565259445,2024-04-05,Trata,Oferta laboral engañosa,Acusado,,Buenos Aires,,Transgenero,23,No,,06,
3565259445,2024-04-05,Trata,Explotación sexual,Víctima directa,,Salta,,Mujer,25,No,,66,
6565259445,2024-04-05,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima indirecta - familiar,,Chubut,,Hombre,28,No,,26,
9475259445,2024-04-05,Trata,Persona desaparecida,Víctima indirecta,,Buenos Aires,Lomas de Zamora,Mujer,0,No,,06,
9475259445,2024-04-05,Trata,Persona desaparecida,Víctima directa,,Buenos Aires,Lomas de Zamora,Mujer,20,No,,06,
3584359445,2024-04-06,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Córdoba,Colón,Mujer,28,No,,14,Industrial
3584359445,2024-04-06,Trata,Reducción a la servidumbre o situaciones análogas,Víctima indirecta,,Córdoba,,Hombre,32,No,,14,
7584359445,2024-04-06,Trata,Explotación laboral,Acusado,,Mendoza,Godoy Cruz,Varón cis,0,No,,50,
8435359445,2024-04-08,Trata,Explotación laboral,Víctima indirecta,,Formosa,,Varón cis,0,No,,34,
8435359445,2024-04-08,Trata,Explotación laboral,Víctima directa,,Formosa,,Mujer cis,51,No,,34,
5545359445,2024-04-08,Trata,Explotación laboral,Víctima directa,,,,Varón cis,0,No,,,
5545359445,2024-04-08,Trata,Explotación laboral,Víctima directa,,,,Varón cis,0,No,,,
5545359445,2024-04-08,Trata,Explotación laboral,Víctima directa,,,,Varón cis,0,No,,,
5545359445,2024-04-08,Trata,Explotación laboral,Víctima directa,,Río Negro,,Varón cis,0,No,,62,
7545359445,2024-04-08,Trata,Explotación laboral,Acusado,Bolivia,La Rioja,,Varón cis,0,No,,46,
7545359445,2024-04-08,Trata,Explotación laboral,Víctima directa,Argentina,La Rioja,,Varón cis,0,No,,46,
5555359445,2024-04-08,Trata,Explotación laboral,Acusado,,Buenos Aires,,Varón cis,0,No,,06,
1575359445,2024-04-09,Trata,Posible captación,Víctima directa,Argentina,Ciudad Autónoma de Buenos Aires,,Mujer cis,18,No,,02,
1584459445,2024-04-09,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Mendoza,,Hombre,0,No,,50,
2584459445,2024-04-09,Trata,Persona desaparecida,Víctima directa,,Buenos Aires,,Mujer,16,No,,06,
2594459445,2024-04-10,Trata,Explotación laboral,Acusado,Argentina,Mendoza,,Varón cis,60,No,,50,
2525459445,2024-04-11,Trata,Explotación sexual,Víctima directa,,Buenos Aires,,Mujer,47,No,,06,
2525459445,2024-04-11,Trata,Explotación sexual,Acusado,,Buenos Aires,,Hombre,27,No,,06,
4525459445,2024-04-11,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,Argentina,Córdoba,,Mujer cis,8,No,,14,
535459445,2024-04-11,Trata,Posible captación,Víctima indirecta,Argentina,Buenos Aires,Ezeiza,Mujer cis,43,No,,06,
9435459445,2024-04-11,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,Argentina,Buenos Aires,,Mujer cis,16,No,,06,
535459445,2024-04-11,Trata,Posible captación,Víctima directa,,Buenos Aires,,Hombre,25,No,,06,
1545459445,2024-04-11,Trata,Explotación laboral,Víctima directa,,Entre Ríos,,Hombre,28,No,,30,
1555459445,2024-04-12,Trata,Posible captación,Víctima directa,Argentina,Buenos Aires,,Mujer cis,21,No,,06,
1555459445,2024-04-12,Trata,Posible captación,Acusado,Australia,Ciudad Autónoma de Buenos Aires,Buenos Aires,Hombre,48,No,,02,Palermo
7555459445,2024-04-12,Trata,Posible captación,Víctima directa,,Córdoba,,Mujer,20,No,,14,
8465459445,2024-04-12,Trata,Persona desaparecida,Víctima directa,Argentina,Buenos Aires,Piñeyro,Mujer cis,75,No,,06,Alberdi
8465459445,2024-04-12,Trata,Persona desaparecida,Víctima indirecta - familiar,Argentina,Buenos Aires,Piñeyro,Mujer cis,75,No,,06,Alberdi
2535559445,2024-04-15,Trata,Posible captación,Víctima directa,,Buenos Aires,,Mujer,0,No,,06,
4535559445,2024-04-15,Trata,Otros delitos,Víctima indirecta,,Tucumán,,Mujer cis,0,No,,90,
4535559445,2024-04-15,Trata,Otros delitos,Acusado,,Tucumán,,Varón cis,0,No,,90,
4535559445,2024-04-15,Trata,Otros delitos,Víctima directa,,Tucumán,,Mujer cis,36,No,,90,
4535559445,2024-04-15,Trata,Otros delitos,Acusado,,Tucumán,,Mujer cis,0,No,,90,
4535559445,2024-04-15,Trata,Otros delitos,Acusado,,Tucumán,,Mujer cis,0,No,,90,
6535559445,2024-04-15,Trata,Explotación laboral,Víctima directa,,San Luis,,Varón cis,61,No,,74,
6535559445,2024-04-15,Trata,Explotación laboral,Acusado,,San Luis,,Mujer cis,0,No,,74,
6535559445,2024-04-15,Trata,Explotación laboral,Acusado,,San Luis,,Varón cis,0,No,,74,
1545559445,2024-04-15,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Peru,Ciudad Autónoma de Buenos Aires,,Mujer cis,0,No,,02,
1545559445,2024-04-15,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Varón cis,0,No,,,
1545559445,2024-04-15,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Varón cis,0,No,,,
3555559445,2024-04-15,Trata,Posible captación,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer,18,No,,02,
575559445,2024-04-16,Trata,Explotación sexual,Víctima directa,,Santa Fe,Ciudad de Santa Fe,Mujer cis,26,No,,82,FAVALORO
575559445,2024-04-16,Trata,Explotación sexual,Acusado,,Santa Fe,Ciudad de Santa Fe,Varón cis,36,No,,82,FAVALORO
5575559445,2024-04-16,Trata,Explotación laboral,Acusado,,,,Hombre,32,No,,,
6584659445,2024-04-16,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Ciudad Autónoma de Buenos Aires,,Mujer,0,No,,02,
8405659445,2024-04-17,Trata,Persona desaparecida,Víctima directa,,Ciudad Autónoma de Buenos Aires,Buenos Aires,Hombre,33,No,,02,RETIRO
8405659445,2024-04-17,Trata,Persona desaparecida,Acusado,,,,Hombre,0,No,,,
9405659445,2024-04-17,Trata,Explotación laboral,Víctima directa,Paraguay,Entre Ríos,,Varón cis,43,No,,30,
2515659445,2024-04-17,Trata,Oferta laboral engañosa,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer,19,No,,02,
2525659445,2024-04-18,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,,Hombre,69,No,,86,
2525659445,2024-04-18,Trata,Explotación laboral,Acusado,,Santiago del Estero,,Mujer,0,No,,86,
3545659445,2024-04-19,Trata,Persona desaparecida,Víctima directa,,Buenos Aires,,Mujer,54,No,,06,
3545659445,2024-04-19,Trata,Persona desaparecida,Víctima indirecta,,Buenos Aires,,Mujer,22,No,,06,
2565659445,2024-04-19,Trata,Explotación laboral,Acusado,,Santa Cruz,,Hombre,30,No,,78,
6565659445,2024-04-19,Trata,Explotación sexual,Acusado,,Salta,,Mujer,0,No,,66,
5565659445,2024-04-19,Trata,Persona desaparecida,Víctima indirecta,,Buenos Aires,,Hombre,58,No,,06,
5565659445,2024-04-19,Trata,Persona desaparecida,Víctima directa,,Ciudad Autónoma de Buenos Aires,Buenos Aires,Mujer,51,No,,02,Palermo
7575659445,2024-04-20,Trata,Posible captación,Víctima directa,,Río Negro,Ciudad de General Roca,Varón cis,19,No,,62,
6535759445,2024-04-22,Trata,Explotación laboral,Víctima indirecta,,Neuquén,,Mujer,46,No,,58,
6535759445,2024-04-22,Trata,Explotación laboral,Víctima directa,,Chubut,,Hombre,0,No,,26,
6535759445,2024-04-22,Trata,Explotación laboral,Acusado,,Chubut,,Hombre,0,No,,26,
2555759445,2024-04-22,Trata,Explotación laboral,Víctima indirecta,,Buenos Aires,,Mujer cis,0,No,,06,
1584840545,2024-04-24,Trata,Explotación laboral,Víctima directa,Argentina,La Rioja,,Varón cis,50,No,,46,
6584840545,2024-04-24,Trata,Explotación laboral,Víctima directa,Argentina,Chubut,,Varón cis,48,No,,26,
1594840545,2024-04-24,Trata,Explotación laboral,Víctima directa,Argentina,Chaco,,Varón cis,35,No,,22,
1594840545,2024-04-24,Trata,Explotación laboral,Víctima directa,Argentina,Chaco,,Varón cis,35,No,,22,
1594840545,2024-04-24,Trata,Explotación laboral,Víctima directa,Argentina,Chaco,,Varón cis,35,No,,22,
1594840545,2024-04-24,Trata,Explotación laboral,Víctima directa,Argentina,Chaco,,Varón cis,35,No,,22,
2505840545,2024-04-25,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,,Hombre,31,No,,86,
2505840545,2024-04-25,Trata,Explotación laboral,Acusado,,La Rioja,,Hombre,0,No,,46,
2505840545,2024-04-25,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,,Hombre,29,No,,86,
5515840545,2024-04-25,Trata,Explotación sexual,Víctima directa,,,,Mujer,21,No,,,
5515840545,2024-04-25,Trata,Explotación sexual,Víctima indirecta - familiar,,Salta,,Mujer,49,No,,66,
8425840545,2024-04-26,Trata,Explotación laboral,Acusado,,Neuquén,San Patricio del Chañar,No sabe / no contesta,0,No,,58,SAn Patricio del Chañar
525840545,2024-04-26,Trata,Persona desaparecida,Víctima directa,Argentina,Ciudad Autónoma de Buenos Aires,Buenos Aires,Mujer cis,21,No,,02,BOEDO
525840545,2024-04-26,Trata,Persona desaparecida,Acusado,Argentina,Ciudad Autónoma de Buenos Aires,Buenos Aires,Varón cis,27,No,,02,Bajo Flores
2525840545,2024-04-26,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,San Luis,,Hombre,39,No,,74,
3525840545,2024-04-26,Trata,Persona desaparecida,Víctima directa,Argentina,Buenos Aires,,Mujer cis,31,No,,06,
2535840545,2024-04-26,Trata,Posible captación,Víctima indirecta,,Buenos Aires,,Mujer,35,No,,06,
3535840545,2024-04-26,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Entre Ríos,,Mujer,14,No,,30,
3535840545,2024-04-26,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Entre Ríos,,Mujer,45,No,,30,
2535840545,2024-04-26,Trata,Posible captación,Víctima directa,,Buenos Aires,,Mujer,21,No,,06,
9455840545,2024-04-27,Trata,Persona desaparecida,Víctima directa,,Córdoba,,Hombre,14,No,,14,
9455840545,2024-04-27,Trata,Persona desaparecida,Víctima indirecta,,Córdoba,,Hombre,54,No,,14,
555840545,2024-04-27,Trata,Explotación laboral,Víctima directa,,Catamarca,,Hombre,27,No,,10,
5575840545,2024-04-29,Trata,Persona desaparecida,Víctima directa,,Córdoba,,Hombre,14,No,,14,
8484940545,2024-04-29,Trata,Explotación laboral,Víctima directa,,Misiones,,Varón cis,25,No,,54,
8484940545,2024-04-29,Trata,Explotación laboral,Acusado,,Corrientes,,Mujer cis,0,No,,18,
2584940545,2024-04-29,Trata,Explotación laboral,Víctima directa,,Misiones,,Varón cis,25,No,,54,
2594940545,2024-04-29,Trata,Explotación laboral,Víctima directa,,Corrientes,,Hombre,21,No,,18,
7594940545,2024-04-29,Trata,Explotación laboral,Acusado,,Misiones,,Mujer cis,0,No,,54,
7594940545,2024-04-29,Trata,Explotación laboral,Víctima directa,,Misiones,,Varón cis,31,No,,54,
8415940545,2024-04-29,Trata,Persona desaparecida,Víctima indirecta,,Córdoba,,Hombre,0,No,,14,
8415940545,2024-04-29,Trata,Persona desaparecida,Víctima directa,,Córdoba,,Hombre,14,No,,14,
9415940545,2024-04-29,Trata,Oferta laboral engañosa,Víctima directa,,Salta,,Mujer,19,No,,66,
9415940545,2024-04-29,Trata,Oferta laboral engañosa,Víctima indirecta,,Salta,,Mujer,50,No,,66,
515940545,2024-04-29,Trata,Explotación sexual,Víctima directa,,Entre Ríos,,Transgenero,23,No,,30,
515940545,2024-04-29,Trata,Explotación sexual,Acusado,,Entre Ríos,,Mujer,0,No,,30,
4515940545,2024-04-30,Trata,Explotación laboral,Víctima directa,Argentina,Córdoba,,Varón cis,30,No,,14,
7525940545,2024-04-30,Trata,Explotación laboral,Acusado,,Buenos Aires,,Hombre,60,No,,06,
8435940545,2024-05-01,Trata,Explotación laboral,Víctima directa,,Río Negro,,Hombre,30,No,,62,
535940545,2024-05-01,Trata,Explotación laboral,Víctima directa,,Río Negro,,Hombre,30,No,,62,
